team,team_key,conference,source,rating
New Mexico State,new mexico state,Conference USA,meta:sp_defense,34.4
New Mexico State,new mexico state,Conference USA,meta:sp_offense,15.9
New Mexico State,new mexico state,Conference USA,meta:sp_special,-0.1
New Mexico State,new mexico state,Conference USA,meta:talent_raw,460.38
Missouri State,missouri state,Conference USA,fpi,-10.255
Missouri State,missouri state,Conference USA,sp_plus,-19.1
Missouri State,missouri state,Conference USA,talent,-12.2189
Missouri State,missouri state,Conference USA,meta:returning_ppa,98.9
Missouri State,missouri state,Conference USA,meta:sp_defense,35.1
Missouri State,missouri state,Conference USA,meta:sp_offense,16.4
Missouri State,missouri state,Conference USA,meta:sp_special,-0.5
Missouri State,missouri state,Conference USA,meta:talent_raw,549.92
UTEP,utep,Mountain West,fpi,-16.605
UTEP,utep,Mountain West,sp_plus,-19.3
UTEP,utep,Mountain West,talent,-8.6317
UTEP,utep,Mountain West,meta:returning_ppa,-0.9
UTEP,utep,Mountain West,meta:sp_defense,34.1
UTEP,utep,Mountain West,meta:sp_offense,15.2
UTEP,utep,Mountain West,meta:sp_special,-0.5
UTEP,utep,Mountain West,meta:talent_raw,585.76
Southern Miss,southern miss,Sun Belt,fpi,-5.053
Southern Miss,southern miss,Sun Belt,sp_plus,-20.7
Southern Miss,southern miss,Sun Belt,talent,-6.9432
Southern Miss,southern miss,Sun Belt,meta:returning_ppa,289.4
Southern Miss,southern miss,Sun Belt,meta:sp_defense,38.0
Southern Miss,southern miss,Sun Belt,meta:sp_offense,17.8
Southern Miss,southern miss,Sun Belt,meta:sp_special,-0.4
Southern Miss,southern miss,Sun Belt,meta:talent_raw,602.63
Kent State,kent state,Mid-American,fpi,-17.891
Kent State,kent state,Mid-American,sp_plus,-22.4
Kent State,kent state,Mid-American,talent,-14.9304
Kent State,kent state,Mid-American,meta:returning_ppa,108.3
Kent State,kent state,Mid-American,meta:sp_defense,36.6
Kent State,kent state,Mid-American,meta:sp_offense,14.7
Kent State,kent state,Mid-American,meta:sp_special,-0.5
Kent State,kent state,Mid-American,meta:talent_raw,522.83
Akron,akron,Mid-American,fpi,-16.854
Akron,akron,Mid-American,sp_plus,-22.9
Akron,akron,Mid-American,talent,-12.5272
Akron,akron,Mid-American,meta:returning_ppa,158.8
Akron,akron,Mid-American,meta:sp_defense,33.6
Akron,akron,Mid-American,meta:sp_offense,11.3
Akron,akron,Mid-American,meta:sp_special,-0.6
Akron,akron,Mid-American,meta:talent_raw,546.84
Sacramento State,sacramento state,Mid-American,elo,-2.0649
Sacramento State,sacramento state,Mid-American,fpi,-20.836
Sacramento State,sacramento state,Mid-American,sp_plus,-23.4
Sacramento State,sacramento state,Mid-American,talent,-11.0679
Sacramento State,sacramento state,Mid-American,meta:elo_raw,1476.0
Sacramento State,sacramento state,Mid-American,meta:sp_defense,38.2
Sacramento State,sacramento state,Mid-American,meta:sp_offense,14.7
Sacramento State,sacramento state,Mid-American,meta:sp_special,0.0
Sacramento State,sacramento state,Mid-American,meta:talent_raw,561.42
Charlotte,charlotte,American Athletic,fpi,-14.583
Charlotte,charlotte,American Athletic,sp_plus,-24.1
Charlotte,charlotte,American Athletic,talent,-9.5315
Charlotte,charlotte,American Athletic,meta:returning_ppa,53.6
Charlotte,charlotte,American Athletic,meta:sp_defense,38.1
Charlotte,charlotte,American Athletic,meta:sp_offense,14.5
Charlotte,charlotte,American Athletic,meta:sp_special,-0.5
Charlotte,charlotte,American Athletic,meta:talent_raw,576.77
Ball State,ball state,Mid-American,fpi,-17.282
Ball State,ball state,Mid-American,sp_plus,-25.1
Ball State,ball state,Mid-American,talent,-10.8217
Ball State,ball state,Mid-American,meta:returning_ppa,5.6
Ball State,ball state,Mid-American,meta:sp_defense,36.7
Ball State,ball state,Mid-American,meta:sp_offense,12.2
Ball State,ball state,Mid-American,meta:sp_special,-0.7
Ball State,ball state,Mid-American,meta:talent_raw,563.88
Sam Houston,sam houston,Conference USA,fpi,-18.422
Sam Houston,sam houston,Conference USA,sp_plus,-26.0
Sam Houston,sam houston,Conference USA,talent,-11.7635
Sam Houston,sam houston,Conference USA,meta:returning_ppa,38.1
Sam Houston,sam houston,Conference USA,meta:sp_defense,39.8
Sam Houston,sam houston,Conference USA,meta:sp_offense,14.2
Sam Houston,sam houston,Conference USA,meta:sp_special,-0.4
Sam Houston,sam houston,Conference USA,meta:talent_raw,554.47
Middle Tennessee,middle tennessee,Conference USA,fpi,-16.066
Middle Tennessee,middle tennessee,Conference USA,sp_plus,-26.5
Middle Tennessee,middle tennessee,Conference USA,talent,-10.059
Middle Tennessee,middle tennessee,Conference USA,meta:returning_ppa,70.8
Middle Tennessee,middle tennessee,Conference USA,meta:sp_defense,40.5
Middle Tennessee,middle tennessee,Conference USA,meta:sp_offense,13.8
Middle Tennessee,middle tennessee,Conference USA,meta:sp_special,0.2
Middle Tennessee,middle tennessee,Conference USA,meta:talent_raw,571.5
UL Monroe,ul monroe,Sun Belt,fpi,-19.255
UL Monroe,ul monroe,Sun Belt,sp_plus,-28.9
UL Monroe,ul monroe,Sun Belt,talent,-16.6659
UL Monroe,ul monroe,Sun Belt,meta:returning_ppa,63.5
UL Monroe,ul monroe,Sun Belt,meta:sp_defense,40.1
UL Monroe,ul monroe,Sun Belt,meta:sp_offense,11.9
UL Monroe,ul monroe,Sun Belt,meta:sp_special,-0.7
UL Monroe,ul monroe,Sun Belt,meta:talent_raw,505.49
Georgia State,georgia state,Sun Belt,fpi,-15.225
Georgia State,georgia state,Sun Belt,sp_plus,-29.3
Georgia State,georgia state,Sun Belt,talent,-9.8258
Georgia State,georgia state,Sun Belt,meta:returning_ppa,131.7
Georgia State,georgia state,Sun Belt,meta:sp_defense,43.4
Georgia State,georgia state,Sun Belt,meta:sp_offense,14.8
Georgia State,georgia state,Sun Belt,meta:sp_special,-0.7
Georgia State,georgia state,Sun Belt,meta:talent_raw,573.83
Massachusetts,massachusetts,Mid-American,fpi,-18.834
Massachusetts,massachusetts,Mid-American,sp_plus,-32.9
Massachusetts,massachusetts,Mid-American,talent,-14.6191
Massachusetts,massachusetts,Mid-American,meta:returning_ppa,-3.4
Massachusetts,massachusetts,Mid-American,meta:sp_defense,41.2
Massachusetts,massachusetts,Mid-American,meta:sp_offense,8.8
Massachusetts,massachusetts,Mid-American,meta:sp_special,-0.5
Massachusetts,massachusetts,Mid-American,meta:talent_raw,525.94
